1422,14
1403,6
820,70
652,2
799,342
799,342
70,443
28,67
84,482
534,455
0,863
0,863
1222,134
0,0
1012,636
983,488
1417,0
983,310
794,358
944,846
1066,650
1067,650
900,731
721,554
307,568
32,147
32,147
910,142
376,114
1058,322
1436,0
702,813
890,649
490,198
